       vid      speed    waitTime  roadId  probability  timestamp
849     53  16.698536   91.265529       5     0.909657        206
851    961  59.063399  141.151336       5     0.864216        206
884    328  19.774463   27.544771       5     0.815000        206
959    386  15.487202  138.983217       5     0.919606        206
1007  1589  84.405455  115.267406       5     0.836382        206
1123  1980  23.570037   22.375405       5     0.813742        206
1159  1659  31.171727  108.744369       5     0.929890        206
1215   369  11.184070  137.159839       5     0.971322        206



    vid      speed    waitTime  roadId  probability  timestamp
35  521  18.241718   64.327456       2     0.811352        207
68  438  12.294707  145.008232       2     0.804821        207



       vid      speed    waitTime  roadId  probability  timestamp
31     430  38.314062  101.202239       8     0.786890        208
48     813  40.323595  136.000370       8     0.870177        208
93    1705  11.072109   89.641229       8     0.788783        208
105    325  53.226757  129.641484       8     0.759032        208
285    821  63.434506  131.489399       8     0.917279        208
333   1735   1.519446  140.982571       8     0.869448        208
519    574   3.114014  101.389325       8     0.926238        208
573    470  19.613141   21.953799       8     0.932398        208
631   1998  81.755314  126.758395       8     0.998843        208
769     62  74.948623  116.014614       8     0.807432        208
782    232  45.277568  147.312094       8     0.904392        208
888    173   5.616232   43.607111       8     0.901857        208
1039  1403   0.561554   11.071721       8     0.878156        208
1083  1916  68.919383  147.225109       8     0.998280        208
1223    61  20.326316   41.607149       8     0.803618        208



       vid      speed    waitTime  roadId  probability  timestamp
2     1647  22.422213   43.438931       0     0.822187        209
36     263  40.307557  126.857776       0     0.966577        209
55     185   1.717529  147.843811       0     0.916468        209
100    204   4.356701  116.226135       0     0.783035        209
219    227  12.089925   24.301431       0     0.857442        209
313   1927  33.133876  121.371609       0     0.835268        209
367     72   1.389832   75.166579       0     0.771477        209
398   1155   6.766776    8.761923       0     0.844275        209
443    126  11.003370   89.561357       0     0.765134        209
558    438  19.571073  124.581166       0     0.859456        209
609    839  30.970906  106.338092       0     0.810510        209
613    375  22.246350   18.277097       0     0.876314        209
733   1390   7.995374   40.740655       0     0.887169        209
833    298   7.846492   18.157142       0     0.914463        209
1006  1095  81.514714  101.420612       0     0.915417        209
1117  1978  23.243572    2.187950       0     0.961735        209
1187    59  31.623606  147.724645       0     0.876260        209
1244  1785   3.920203   49.427939       0     0.980805        209
1361   581  12.978858  110.342833       0     0.972498        209
1378   782   8.197599   22.697632       0     0.846625        209
1395   124  26.102002   60.104162       0     0.960988        209
1407  1087   0.819057    7.575770       0     0.850716        209
1532  1152  22.294669  147.457484       0     0.971765        209
1739  1948  10.952117   20.295900       0     0.775481        209



       vid      speed    waitTime  roadId  probability  timestamp
93    1997  17.868004  117.842171       5     0.798122        210
203    199  70.502889  131.124561       5     0.993668        210
204    337  40.755170  133.359771       5     0.964361        210
293   1435  24.111334  146.738565       5     0.796683        210
369    499  86.855760  148.001322       5     0.862974        210
404    869  82.947176  143.333178       5     0.785326        210
477   1385  16.935360   37.704914       5     0.815037        210
584    838  26.226458   58.124802       5     0.848544        210
644   1074  48.076760  112.809323       5     0.978403        210
787    784  15.965996  111.494813       5     0.905715        210
790   1305  73.367825  117.588726       5     0.910478        210
850   1569  18.025151    4.480622       5     0.875099        210
975   1357   0.469824  147.877110       5     0.919907        210
1056  1196  16.437970   67.187784       5     0.782996        210
1246  1778  72.257511  101.070684       5     0.987572        210
1266    74  18.482635   89.522795       5     0.989224        210



      vid      speed   waitTime  roadId  probability  timestamp
158  1006  17.727177  71.243833       4     0.908262        211



      vid      speed    waitTime  roadId  probability  timestamp
4    1938   2.538990   18.876207       2     0.981603        212
133   668  63.752741  149.452519       2     0.786130        212
139   160  51.892390  142.698416       2     0.809802        212
171  1368   3.178217  107.993364       2     0.972844        212
200  1053  11.613142  115.820586       2     0.888980        212
209  1638  21.779327   32.768903       2     0.891885        212
235    57  27.870882   13.098735       2     0.981864        212
237   280  31.242656  132.596639       2     0.986826        212
326  1064  62.424790  127.123699       2     0.806589        212
345   127  38.874902  135.142399       2     0.917448        212
386   416   7.859464    3.496165       2     0.790374        212
451  1128  54.746875  144.900246       2     0.900005        212
457  1311   8.553415   78.563589       2     0.900589        212
462   294  73.098083  117.567178       2     0.848291        212
567  1550  11.083446    2.635567       2     0.760376        212
568  1484   3.438718   36.446576       2     0.930182        212
654  1499   0.000272   29.245030       2     0.831519        212
740   501   5.034511  116.946554       2     0.882557        212



       vid      speed    waitTime  roadId  probability  timestamp
39     751  21.602122   27.121705       8     0.964965        213
113   1364  14.243053   13.222756       8     0.990627        213
127    912  10.965346  134.399955       8     0.870847        213
154   1753  25.828754   30.779325       8     0.876118        213
400    841   1.592481   68.398234       8     0.917622        213
513    764  12.262966   34.334939       8     0.926636        213
617    621  31.090110  131.813751       8     0.862926        213
708   1894  17.906951   22.099168       8     0.870592        213
953   1808  21.242550  140.613105       8     0.925084        213
1007   456  83.831645  106.538014       8     0.987327        213
1038   264  67.076394  118.123871       8     0.822708        213
1131  1645  47.841772  129.812824       8     0.990940        213



       vid      speed    waitTime  roadId  probability  timestamp
76    1611   7.536487   58.567662       0     0.837866        214
95     943  34.992655  147.433151       0     0.986521        214
101     37   4.831159  143.324587       0     0.834810        214
152    170  42.876893  143.424484       0     0.812761        214
252    371   3.603232   78.359970       0     0.809962        214
432   1874   7.528486   52.919715       0     0.858938        214
716   1170   9.421133  136.605823       0     0.801711        214
780    727  77.198608  109.310844       0     0.972709        214
834    772   4.774787   23.528590       0     0.975496        214
969    617   0.961355   94.155346       0     0.914655        214
982   1045  48.877468  137.328485       0     0.921795        214
1062   465   0.582587   80.734807       0     0.832133        214
1165   878  24.288709  142.227031       0     0.959770        214
1263   982  11.208212   45.674483       0     0.916799        214
1274    52   4.840075  136.348475       0     0.908937        214
1304  1356  18.660384  147.249558       0     0.878408        214
1342  1891  35.222696  111.723148       0     0.882401        214
1377   317  76.945109  142.708905       0     0.865748        214



Empty DataFrame
Columns: [vid, speed, waitTime, roadId, probability, timestamp]
Index: []



       vid      speed    waitTime  roadId  probability  timestamp
21    1745  27.610103    7.168921       8     0.970185        216
76     951  16.572640   52.570458       8     0.986539        216
181   1328  35.661485  116.274234       8     0.770888        216
329    259  34.631027  144.063912       8     0.802117        216
340   1121  44.353448  135.142309       8     0.985015        216
370    474   5.396614   57.953373       8     0.835894        216
391   1013  12.270482  147.372180       8     0.885990        216
627   1121  14.426455   68.839367       8     0.900552        216
657   1619   1.529082   12.146501       8     0.913766        216
688   1179  83.029556  138.307756       8     0.855129        216
788   1782  12.640193  149.451639       8     0.956750        216
922    226  69.799892  141.816019       8     0.851863        216
981    516  79.905063  132.873169       8     0.915832        216
1006   252  35.210003  135.411429       8     0.944034        216
1032  1744  56.636127  129.721796       8     0.981890        216
1051  1279  28.679795  127.862615       8     0.791211        216
1055   976  53.839711  143.100394       8     0.850055        216



       vid      speed    waitTime  roadId  probability  timestamp
43     681  23.292104   89.947340       8     0.756465        217
138   1458  20.009578   70.299797       8     0.940919        217
271    694   9.041899   20.796932       8     0.953697        217
306     35  59.374339  130.285628       8     0.752820        217
404    993  28.093659   61.953713       8     0.980045        217
459    840  28.924736  127.502499       8     0.912282        217
550    172  54.114003  140.668856       8     0.793480        217
569   1069  20.456085   39.755423       8     0.819734        217
584   1691   6.547205   86.095847       8     0.794363        217
665     39  26.004896  149.958443       8     0.824784        217
670    221  85.170565  138.683067       8     0.929299        217
678   1838   3.290403   95.268748       8     0.950500        217
784   1549  10.168481    5.112675       8     0.785293        217
859   1843  88.209103  139.847323       8     0.776348        217
864     28  28.927301  126.894468       8     0.987779        217
999   1068  54.543363  136.511064       8     0.963435        217
1048  1600  15.793993   22.459120       8     0.930345        217
1103  1107   6.440892  140.252383       8     0.942739        217
1125  1550  60.134035  127.900571       8     0.922090        217
1229  1714   7.859422   94.944988       8     0.872260        217
1248  1688  26.520080   21.239051       8     0.870579        217
1279    35  10.111964   85.617293       8     0.863949        217



       vid      speed    waitTime  roadId  probability  timestamp
13      84  86.904038  114.312450       2     0.882065        218
54     758  13.651359   82.224067       2     0.934462        218
234   1435   4.007011    6.680659       2     0.988684        218
305   1793  28.330207  140.642412       2     0.822487        218
306   1564  30.311836  129.125392       2     0.988986        218
317    547   9.485761  147.176614       2     0.781666        218
405   1188  25.926629   37.369423       2     0.814943        218
525   1267  60.094107  125.867575       2     0.788143        218
604   1884  11.900111    2.029985       2     0.853025        218
881    623  11.461577   17.370554       2     0.807140        218
948   1862  13.024136  137.574344       2     0.972754        218
1045   643  17.768854  141.667984       2     0.803645        218
1089  1949  11.349932  135.757369       2     0.807472        218
1284   314   8.284922   25.276640       2     0.913003        218
1286  1380   8.106155  137.765082       2     0.809028        218
1326   568  25.342285   53.420659       2     0.928373        218
1401   440  50.515007  112.403574       2     0.765326        218
1404  1653   8.485082  111.486329       2     0.930220        218
1482   997   2.620039   64.084466       2     0.875704        218
1483   495  67.870219  138.002918       2     0.959593        218
1635   705   7.866086  130.555850       2     0.964419        218
1650  1795  31.610598  142.472883       2     0.972507        218
1699   582  15.105395   47.217711       2     0.875337        218
1787   276  57.208926  143.969448       2     0.919151        218
1819  1374  14.668288   43.805142       2     0.946824        218
1834   251  21.822222  127.482747       2     0.997637        218
1948  1560  36.560159  105.249718       2     0.766553        218



       vid      speed    waitTime  roadId  probability  timestamp
7      922  36.882511  103.783898      10     0.796719        219
60    1187  57.168739  145.353688      10     0.794700        219
79     418  81.903840  143.298370      10     0.890124        219
283   1459  12.864516   90.700716      10     0.799664        219
373    957  20.676096  121.525908      10     0.762942        219
462     85  13.754436   36.436090      10     0.912424        219
470    637  52.933721  124.673281      10     0.983460        219
595   1864  64.915450  144.357775      10     0.898615        219
631   1117  51.206552  114.432486      10     0.824577        219
637    228   6.738048   74.558660      10     0.833936        219
645    249  27.418794   29.814707      10     0.912530        219
659   1351   1.467732  141.505137      10     0.802429        219
726   1290  27.028813  140.382668      10     0.767248        219
738   1625   7.866307  116.636200      10     0.944856        219
846    755  20.340095  100.997697      10     0.960267        219
855   1167  64.989976  137.724075      10     0.832288        219
933    647  41.650707  132.955834      10     0.839330        219
1015  1146  12.719101  111.369722      10     0.782092        219
1083   589  40.678092  114.068753      10     0.808709        219
1116  1018   3.320559  113.169319      10     0.765239        219



       vid      speed    waitTime  roadId  probability  timestamp
0     1308  33.142028  110.443353       2     0.808308        220
27    1307  21.367678   88.777825       2     0.953097        220
58    1362  80.147047  107.085542       2     0.812351        220
156    186  14.766600   98.181836       2     0.975478        220
210   1715  44.360511  117.860709       2     0.797916        220
304    982  14.488045  115.619156       2     0.908662        220
449    681  66.691936  146.467516       2     0.998374        220
546    434  18.661729   76.320041       2     0.794683        220
703   1050  24.938491   83.515947       2     0.931877        220
729    854  71.116507  123.730304       2     0.758024        220
932   1065  68.228395  147.154767       2     0.943578        220
942    919  35.637605  144.906199       2     0.926575        220
1009   224  28.206792   46.149127       2     0.887578        220
1254  1889  88.527795  115.222344       2     0.784880        220
1468  1584  29.097386   28.295107       2     0.847773        220
1524   152  60.353752  117.020817       2     0.897375        220
1604   144   6.597416   20.139385       2     0.811700        220
1605   326   1.420607   55.853807       2     0.971177        220



      vid      speed    waitTime  roadId  probability  timestamp
55   1010  48.074172  118.842189       1     0.807749        221
65    882   1.311191  133.973804       1     0.999311        221
132   955  88.583537  123.124623       1     0.967507        221
253  1402  11.311772   58.596237       1     0.816607        221
454  1359  65.328215  128.587191       1     0.878225        221
466    68  40.402702  125.094901       1     0.915876        221
489  1501  19.734816   41.244513       1     0.920328        221



       vid      speed    waitTime  roadId  probability  timestamp
40     728  83.446981  102.373210       9     0.957664        222
58    1039  26.597616   11.121218       9     0.886047        222
195   1034  62.904579  126.175357       9     0.899398        222
219   1189   5.400635  122.151579       9     0.837687        222
289   1348  66.438118  101.356175       9     0.786159        222
482   1388   0.832415   58.986033       9     0.869854        222
555   1340  25.542891   27.763375       9     0.800901        222
660    556   9.613952  105.948923       9     0.900176        222
688    297  15.292135   93.771380       9     0.774746        222
735    550  68.905711  108.499174       9     0.787701        222
825   1375  14.444867   12.332447       9     0.868208        222
857   1315  70.629384  113.769317       9     0.919074        222
859    341  27.808660   95.601492       9     0.901366        222
885   1632  56.129727  101.717682       9     0.847498        222
945   1109  21.412103   12.992853       9     0.753636        222
954    671  23.487004   91.990367       9     0.971816        222
1001  1637  27.801751  138.337537       9     0.951964        222
1076  1961  17.933884    7.986779       9     0.762505        222



      vid      speed    waitTime  roadId  probability  timestamp
0    1952  47.900524  115.487474       3     0.772588        223
87    482   3.676478   97.353742       3     0.935190        223
119   861  23.791259   39.166610       3     0.902280        223
251  1450  49.918303  104.208151       3     0.807328        223
361   681  28.495869  148.365001       3     0.970461        223
391   692  32.362582  124.542364       3     0.776099        223
439   997  88.221438  105.512411       3     0.764885        223
443  1584  85.502940  129.199375       3     0.918290        223
445   325  28.658906  146.071294       3     0.865338        223
571   214  27.795507  139.088532       3     0.800433        223
587  1295  20.384326   84.986046       3     0.954227        223
773   218  87.681080  104.803169       3     0.885783        223
866  1002  34.329231  142.860648       3     0.862552        223
867   340  61.818052  126.952030       3     0.839956        223
912  1000  75.597835  130.683303       3     0.961135        223



      vid      speed    waitTime  roadId  probability  timestamp
12   1013  24.922731   17.531176      10     0.804892        224
235   437  21.428282  136.213336      10     0.980863        224
239   217  10.679081   66.991152      10     0.904464        224
355  1123  41.561993  133.755190      10     0.940742        224
388  1625  44.704308  131.211338      10     0.842810        224



      vid      speed    waitTime  roadId  probability  timestamp
11    171  15.631395  148.997034       9     0.789173        225
124  1250   1.140175   24.262210       9     0.773505        225
330  1608   8.660857   56.282627       9     0.941358        225
354   764  15.625629   43.691132       9     0.911986        225
439   466   6.277316   90.114754       9     0.833722        225



       vid      speed    waitTime  roadId  probability  timestamp
28     463  23.951196  110.910341       5     0.985707        226
175    959  53.484923  103.929110       5     0.883804        226
176    169  37.546442  132.417501       5     0.902444        226
255    769  27.501533   15.225818       5     0.891355        226
289    965  85.232268  115.017938       5     0.865208        226
339    463  14.982967  123.334976       5     0.819394        226
350    568  13.561426  128.756744       5     0.957278        226
359   1883  21.447822   21.857359       5     0.939182        226
420   1452   5.781802   73.282669       5     0.760681        226
526   1217  34.418097  132.217794       5     0.881695        226
596    141  24.986246  135.675763       5     0.875476        226
791   1377  80.970611  126.954529       5     0.836544        226
997   1943  89.041598  122.377316       5     0.760157        226
1089   857   3.609152  120.121932       5     0.915874        226
1146   160  53.564831  134.183821       5     0.965861        226
1269    81  14.864993   65.882685       5     0.951993        226
1286   327  62.306382  113.871863       5     0.973976        226



Empty DataFrame
Columns: [vid, speed, waitTime, roadId, probability, timestamp]
Index: []



      vid      speed    waitTime  roadId  probability  timestamp
43    783  27.789586   68.528717       5     0.954705        228
122    43  68.032249  127.654370       5     0.786801        228
126  1144  27.687442  101.395486       5     0.872819        228
172   673  15.268922   45.884421       5     0.760894        228
492  1619  80.292709  137.704021       5     0.915194        228
500  1459  33.293515  102.529361       5     0.972391        228
539   894  85.928418  103.819924       5     0.905752        228
562   818  69.353949  125.972721       5     0.928975        228
574  1000  89.291796  145.317590       5     0.976989        228
622    93  63.313751  126.723033       5     0.794950        228



       vid      speed    waitTime  roadId  probability  timestamp
2      581  69.247238  130.476509       7     0.925105        229
113    432  13.081123   26.000530       7     0.871958        229
214    907  61.072950  136.834258       7     0.801789        229
247   1919  37.229710  107.248908       7     0.783516        229
248    619  19.805274  138.634020       7     0.790403        229
372    943  79.802741  109.767607       7     0.834917        229
399    401  75.116367  115.445170       7     0.900750        229
447   1152  43.086633  140.468874       7     0.938537        229
473   1794  18.515738   92.597718       7     0.819842        229
482   1451  50.099085  114.446429       7     0.957416        229
572     60  77.757498  149.326152       7     0.879716        229
762    658  32.239890  120.912622       7     0.793545        229
951   1923  82.697928  100.650456       7     0.817158        229
970    295   4.724910   83.195349       7     0.954398        229
1202   964   0.685081   20.739821       7     0.754431        229
1295  1760  53.222922  135.807470       7     0.909351        229
1463   523  26.133476    6.415164       7     0.814627        229
1499    55  83.723951  117.118917       7     0.930946        229
1566  1300  17.471113   40.615818       7     0.858948        229
1586    25  11.150794   27.320135       7     0.888684        229
1661   283  50.260740  139.177667       7     0.937783        229
1679  1788  29.801200  141.758401       7     0.787026        229
1706   318  81.251181  125.610451       7     0.894447        229
1728  1122  82.151210  134.340551       7     0.898408        229
1784   608   3.953432    5.413445       7     0.973571        229



     vid      speed    waitTime  roadId  probability  timestamp
34  1082  64.273205  113.076746       3     0.998820        230
53   535  74.262574  131.754321       3     0.847443        230



      vid      speed    waitTime  roadId  probability  timestamp
108   978  63.465117  107.206047       0     0.976269        231
130   415  58.982459  140.423417       0     0.925476        231
155  1463  10.703948   58.063835       0     0.792366        231
208  1940   4.110351   22.844561       0     0.924505        231
377  1526  12.366073   17.561389       0     0.794885        231
538   812  58.305595  105.498380       0     0.929850        231
603   245   1.038070  136.380018       0     0.776376        231
645   978   3.925997  111.957094       0     0.861806        231



       vid      speed    waitTime  roadId  probability  timestamp
157   1738  17.330262  111.223153       8     0.842393        232
168    730  16.188144   14.861939       8     0.957309        232
174   1493   9.373690  108.537135       8     0.846907        232
180    233   7.142204  140.231289       8     0.877825        232
208   1958  42.332215  117.186296       8     0.900381        232
210    889  27.697729   86.664561       8     0.763378        232
307    184  17.853305   21.721523       8     0.860326        232
393   1985  21.389218   50.561209       8     0.795249        232
401    715   0.053289  140.856740       8     0.814495        232
410   1947  87.871916  140.196321       8     0.936699        232
459    706   0.424643   30.900441       8     0.872891        232
467    814  28.128338   40.443926       8     0.992634        232
489   1132  77.256599  110.841262       8     0.969886        232
819     36  63.835948  124.610871       8     0.927051        232
893   1816  77.998627  119.774550       8     0.932070        232
928   1276  17.301116    3.136567       8     0.790355        232
979    812   9.857116  139.680347       8     0.867137        232
1007  1686   0.859399  135.900592       8     0.956453        232
1049  1378  83.245728  113.362113       8     0.785983        232
1185   433  54.717554  118.782933       8     0.898529        232



       vid      speed    waitTime  roadId  probability  timestamp
156   1619  49.741138  110.642526      10     0.791641        233
280   1450   5.725975   71.292813      10     0.899650        233
376    867  11.673597   37.679454      10     0.810526        233
579    969   8.207583   57.080252      10     0.779610        233
655    222   5.044697  145.051409      10     0.790295        233
710    390  22.357847   10.371093      10     0.933955        233
909   1035   7.469912   43.804277      10     0.994248        233
1010   403  34.991629  110.229139      10     0.835782        233
1193   774   0.701982  128.185985      10     0.909883        233
1242  1926  18.229083   18.479655      10     0.789462        233
1267   254  15.937860   29.483321      10     0.859996        233
1285   152  43.781049  137.868118      10     0.910245        233
1295  1490  28.514816   63.620945      10     0.817440        233
1451  1670  60.422243  110.894922      10     0.994575        233



      vid      speed    waitTime  roadId  probability  timestamp
65     19  48.619294  122.825972       7     0.782043        234
86    866  48.229358  144.382806       7     0.894514        234
100  1540  30.288072  105.370768       7     0.867083        234
152  1971  50.727834  138.089501       7     0.901586        234
254   884  18.394700   26.473733       7     0.853920        234
437  1303  10.572557   12.195943       7     0.959415        234
447  1891  24.083333   32.302420       7     0.950219        234
478  1452  57.676428  120.732088       7     0.955843        234



      vid      speed    waitTime  roadId  probability  timestamp
154   950  22.239152  127.685306      10     0.914219        235
194   353  18.484299  126.928631      10     0.816205        235
207  1402  27.815004   96.734898      10     0.912049        235
253   390   6.798569   84.972822      10     0.764147        235
420   731  19.121075  112.073032      10     0.824710        235
574  1613  33.355309  106.665908      10     0.901173        235
582   140  24.790979   14.602021      10     0.851079        235
749   296  21.440696    5.515432      10     0.846474        235



       vid      speed    waitTime  roadId  probability  timestamp
121   1539  16.027161   20.963535       1     0.962672        236
130   1599  16.535395   83.736853       1     0.958410        236
162   1561  71.197179  133.716084       1     0.819731        236
176    200  25.583253   39.097603       1     0.932108        236
214    659   0.917828  118.838334       1     0.792534        236
246     86  36.608020  127.173815       1     0.761813        236
350    718  18.847052   62.158475       1     0.954192        236
428    635  88.041070  100.917109       1     0.832526        236
452   1599   1.941538  122.695210       1     0.820650        236
463    196  29.409775   87.774530       1     0.906822        236
517     70  71.095379  106.981592       1     0.931025        236
518    519  47.240776  117.812331       1     0.860450        236
527    600  46.501336  142.691783       1     0.865144        236
587    713  19.476976   19.809661       1     0.822185        236
781    667   8.956319   88.857366       1     0.825776        236
860   1102  12.557793  138.344986       1     0.913675        236
887   1527  55.281070  140.400293       1     0.977382        236
903     47  19.274892  120.646731       1     0.914208        236
940   1267  49.059310  139.933891       1     0.943083        236
1138   981  70.932524  135.249882       1     0.755875        236
1239  1036  47.011511  116.194580       1     0.776107        236
1261  1455  13.461316   80.297785       1     0.970735        236
1498   245   4.451009   73.604097       1     0.990446        236
1591   185  36.056658  112.495650       1     0.865607        236
1656  1604  24.519248   25.978871       1     0.898649        236
1731  1521  43.791089  115.649105       1     0.781916        236
1741   509  37.136480  111.910101       1     0.876280        236
1748   466   4.690614   22.104724       1     0.881443        236
1757   704  14.163814  134.794294       1     0.813251        236



      vid      speed    waitTime  roadId  probability  timestamp
114  1164  88.462986  117.658415       0     0.836773        237
144   228  36.549929  135.380460       0     0.954073        237
154  1301   9.927119   44.083370       0     0.834164        237
191  1469  83.499192  102.235134       0     0.905422        237
213  1927   7.537184   30.119441       0     0.884116        237
333  1389  77.091094  126.860867       0     0.812142        237
388  1082  25.891172  132.649590       0     0.769239        237
413   633  17.633314   69.161751       0     0.905719        237
488   164   9.701742   48.021652       0     0.756103        237
520   372  74.919172  149.145446       0     0.831023        237
696  1748  19.334858  118.620372       0     0.901319        237
702   652   6.310799    4.468846       0     0.850215        237
736   317  24.248553   84.754248       0     0.969973        237
763  1557  11.097929    5.367914       0     0.769007        237
795   658  10.660540   85.056003       0     0.805624        237
846   101  76.452245  103.984251       0     0.923736        237
855   819  11.904142    1.297011       0     0.984616        237



      vid      speed    waitTime  roadId  probability  timestamp
6      21  68.084490  141.316949       1     0.868402        238
19   1010  27.518275   54.460827       1     0.908511        238
173  1054  11.170762   18.734859       1     0.941665        238
222   841  29.604714   33.860967       1     0.921629        238
307   368  16.915562   44.097814       1     0.918386        238
314   853  28.845591   80.690897       1     0.914859        238
527  1979  10.444549   29.930604       1     0.902616        238
600  1440  19.482021  124.480376       1     0.800918        238
773  1742  79.232546  117.250656       1     0.991780        238
783   721  30.482399  136.378138       1     0.874675        238
795  1002  45.711178  103.829297       1     0.750176        238



       vid      speed    waitTime  roadId  probability  timestamp
61    1128  85.386088  135.485089       6     0.937809        239
84     680  49.618528  134.160890       6     0.889328        239
334   1643  71.283290  144.615105       6     0.783462        239
428   1656  28.267719   68.464081       6     0.793300        239
464    407  29.286623   94.989402       6     0.843879        239
573     81   3.792285   49.053855       6     0.919271        239
654   1892   3.198745  106.477782       6     0.837370        239
676   1307  26.085076   33.462432       6     0.777834        239
679    923   5.163767   66.995611       6     0.832300        239
711   1954  14.600401  119.472836       6     0.989117        239
760    607  10.487448  108.777630       6     0.857122        239
827   1201  14.945049   29.184375       6     0.843258        239
968   1916   9.034519   70.951729       6     0.758318        239
972     18  39.282735  132.473307       6     0.802225        239
986    393   5.832566   86.177447       6     0.970032        239
1121  1796  22.058202  131.865270       6     0.847115        239
1145  1023  26.058421   75.457304       6     0.762788        239
1156  1035  55.680676  107.327555       6     0.791787        239
1214  1000  57.474078  139.815500       6     0.780535        239
1220    22  50.111538  135.578643       6     0.839749        239
1233  1256  11.265019  122.342731       6     0.852796        239
1263  1415  61.154364  100.967326       6     0.828126        239
1270   269  27.513253  129.499560       6     0.757141        239
1298  1489  67.334108  103.532629       6     0.836900        239
1347   939  19.433593   15.320742       6     0.828085        239



      vid      speed    waitTime  roadId  probability  timestamp
43   1437  11.566797  143.197506       0     0.828053        240
92    317  18.656890   58.567618       0     0.831128        240
118  1329  22.400166  142.990110       0     0.879686        240
200   438   2.698883  148.977405       0     0.941116        240
244  1501  12.880319   18.857285       0     0.820115        240
313  1549   8.592631   51.248598       0     0.937937        240
419   652  62.364031  128.778221       0     0.840402        240
629   758   5.707972   10.065062       0     0.974212        240
701  1949   3.878502   94.841093       0     0.828715        240
800   977  36.209260  109.490017       0     0.820496        240
816    37  12.372053  143.267740       0     0.988663        240
872  1273  72.631319  104.642979       0     0.795996        240
926  1779  28.166128  114.770063       0     0.904820        240



      vid      speed    waitTime  roadId  probability  timestamp
8     632   6.164753   19.858294       5     0.818385        241
40   1640   4.621816   30.009024       5     0.772491        241
329  1674  16.353354   34.530873       5     0.828749        241
582   956  23.078639   33.678818       5     0.819827        241
645   147  11.994436  122.257988       5     0.938678        241
719   201  39.122257  146.785907       5     0.808309        241
773  1233   0.723042  133.229634       5     0.888395        241
807  1087  68.441917  132.000323       5     0.887563        241
851  1157  85.784359  120.318817       5     0.869207        241
869  1362  62.051236  147.149279       5     0.896873        241



      vid      speed    waitTime  roadId  probability  timestamp
31   1983  49.776975  112.570478       3     0.985409        242
49   1772  62.194585  103.984480       3     0.825929        242
153  1929   6.171864  127.857953       3     0.832420        242
160    25  76.666294  111.029557       3     0.786059        242
162  1854  15.260343   83.491207       3     0.759358        242
179  1200  54.443861  121.312527       3     0.816458        242
267   353  49.431317  131.450561       3     0.791283        242
388   651  88.364784  104.361534       3     0.984749        242
406  1439  48.657025  134.757765       3     0.811408        242



      vid      speed    waitTime  roadId  probability  timestamp
84   1984  16.431908  146.121454       2     0.946880        243
161  1113  45.173487  130.760222       2     0.940659        243
173  1732  28.613844   45.311093       2     0.927647        243
190  1340   2.804351    9.007186       2     0.927250        243
404   107   4.660580   79.412799       2     0.907315        243
441    83   9.482737  126.170197       2     0.855837        243
681   440  29.763030   59.109572       2     0.931291        243
753   285  60.954155  104.589320       2     0.913708        243



       vid      speed    waitTime  roadId  probability  timestamp
115    882  23.472126  119.965073       7     0.911419        244
386   1845  13.221028   38.652589       7     0.954495        244
417    481  27.330165   84.951527       7     0.836288        244
511    135   3.038441    7.879159       7     0.973460        244
697     44   1.089110   87.673446       7     0.912950        244
907   1784  24.925687   50.095474       7     0.927329        244
1029  1109   3.724536   24.846376       7     0.977356        244
1051  1936   4.073215  137.516869       7     0.967905        244
1094  1856  57.947761  144.950877       7     0.862492        244
1154  1379  11.855309  129.378992       7     0.909815        244
1343  1129  36.120698  138.634785       7     0.895440        244
1344   537  34.657788  106.078163       7     0.903049        244



      vid      speed    waitTime  roadId  probability  timestamp
340  1498   0.101130  130.311920       1     0.863480        245
356  1410  37.426136  140.750949       1     0.929530        245
396   346   5.137210  129.536278       1     0.921591        245



      vid      speed    waitTime  roadId  probability  timestamp
97   1583  72.180189  132.272533       5     0.934717        246
389  1403  12.515825   33.129416       5     0.778533        246
410    53  77.720922  137.404471       5     0.787334        246
554   948  22.941222   60.471286       5     0.792968        246
608   782  11.025884    7.761265       5     0.889680        246
757    11  48.467851  100.508428       5     0.824280        246
920   283   8.597477   36.467215       5     0.798286        246



      vid      speed    waitTime  roadId  probability  timestamp
92    585  12.907145  119.201950       4     0.794912        247
132   317  29.055656    8.036058       4     0.778998        247
150   176  44.641775  142.654269       4     0.831224        247
221   812  17.726665  109.931743       4     0.943804        247
327  1816  86.368330  144.036196       4     0.939972        247
370   154  20.302408  100.347253       4     0.844668        247
387   146  56.438073  134.234813       4     0.799266        247
481   124  64.721165  110.885492       4     0.873878        247
670   180  67.018071  121.835644       4     0.889680        247
767  1051   3.435908  102.445758       4     0.905545        247
838   678  87.840370  108.124735       4     0.955069        247



      vid      speed    waitTime  roadId  probability  timestamp
107   462   0.007461   60.317038       3     0.893952        248
118   999  38.991560  129.821317       3     0.889736        248
152   144  73.052864  141.832419       3     0.880089        248
179  1451  83.862327  100.833596       3     0.935553        248
228  1438  70.004348  100.570915       3     0.962676        248
